#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
,BRTR BC31 Astorga-PR,22WNACYGM4IBC31,BC31,M4I,21AC100993,,UR272454303,1,1103,82,17,103,D8BB92/B6T7T943ZS.2,AC21002294,,,22WNACYGM4I,2.0000,,,,,,,2,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC33 Itaporã-MS,22WNACYGM4EBC33,BC33,M4E,22AC653987,,UR272442833,1,1103,59,24,103,WTP6741ZL.2/ACFF8110,AC22001721,,,22WNACYGM4E,,,,,,,,,,,,,,,,,,7.0000,,,,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC31 Astorga-PR,22WNACYGX4CBC31,BC31,X4C,22AC650527,,UR272423111,1,1103,80,117,103,2XHB96/2AHB26ZS.0,AC22000527,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC33 Itaporã-MS,22WNACYGO4ABC33,BC33,O4A,20ALL112NDE_MM,,UR272416893,1,1103,41,48,103,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNACYGO4A,,,,,,,,,,,,,,,,,,7.0000,,,FORMULAWT.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC04 Corbélia- PR,22WNACYG501BC04,BC04,501,21ALL11288L_MM,,UR271227191,1,1103,6,72,311,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,,,,,,,,,,,,,,,,,,7.0000,,,SX5885ZS.0,60,,,,,,,,,,,,1,,,105,205,,,,,12,-53.46601000,-24.82537000,
,BRTR BC31 Astorga-PR,22WNACYGO4ABC31,BC31,O4A,21AC107240,,UR272418315,1,1103,69,169,103,LOTTE136/1YHB35,AC21008542,,,22WNACYGO4A,2.0000,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC33 Itaporã-MS,22WNACYGM4DBC33,BC33,M4D,22AC651325,,UR272432945,1,1103,47,40,103,ACTTC428ZS.0/8XHB78,AC22001325,,,22WNACYGM4D,,,,,,,,,,,,,,,,,,5.0000,,,,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC31 Astorga-PR,22WNACYGM4EBC31,BC31,M4E,22AC654049,,UR272446841,1,1103,43,112,103,B6T7T943ZS.2/LOFYB760,AC22003846,,,22WNACYGM4E,,,,,,,,4,,,,,,,,,,3.0000,,,,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC06 Cascavel-PR,22WNACYG501BC06,BC06,501,21ALL11288L_MM,,UR271226151,1,1103,8,24,103,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,1.0000,,,,,,1,2,,,,,,,,,,3.0000,,,SX5885ZS.0,56,,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC33 Itaporã-MS,22WNJDYGVTSBC33,BC33,VTS,21ALL11288L_MM,,UR272463739,1,1103,82,97,103,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNJDYGVTS,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC04 Corbélia- PR,22WNACYG501BC04,BC04,501,21ALL11288L_MM,,UR271227190,1,1104,6,68,312,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,,,,,,,,,,,,,,,,,,7.0000,,,SX5885ZS.0,60,,,,,,,,,,,,1,,,120,230,,,,,12,-53.46601000,-24.82537000,
,BRTR BC31 Astorga-PR,22WNACYGM4ABC31,BC31,M4A,22AC653134,,UR272432432,1,1104,9,92,104,WTTD035ZL/IJ7643,AC22003134,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,4.0000,,,,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC33 Itaporã-MS,22WNACYGM4HBC33,BC33,M4H,21ALL112XX6_MM,,UR272425730,1,1104,97,36,104,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNACYGM4H,,,,,,,,,,,,,,,,,,5.0000,,,DKB255PRO3,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC06 Cascavel-PR,22WNACYG501BC06,BC06,501,21ALL11288L_MM,,UR271226150,1,1104,8,20,104,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,1.0000,,,,,,2,2,,,,,,,,,,3.0000,,,SX5885ZS.0,59,,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC33 Itaporã-MS,22WNACYGO4CBC33,BC33,O4C,22AC651340,,UR272426966,1,1104,64,45,104,LOTTC530WG.0/8XHB78,AC22001340,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,4.0000,,,,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
